suburb_name,NH_geometry,f0_
Montrose (Tas.),"LINESTRING(147.261882624945 -42.8245292451817, 147.261882624945 -42.8256309877878, 147.261882624945 -42.8267327303938)",POINT(147.261882624945 -42.8256309877878)
Cremorne (Tas.),"POLYGON((147.53262190499 -42.9555485532666, 147.527682735047 -42.9555485532994, 147.530152319999 -42.957109253343, 147.53262190499 -42.9555485532666))",POINT(147.530152319974 -42.9560688047211)
Tarleton,POINT(146.37394312503 -41.2315757590768),POINT(146.37394312503 -41.2315757590768)
Bronte Park,"LINESTRING(146.492336890077 -42.1371392823293, 146.494105517544 -42.1371392959296, 146.495874145012 -42.1371392823687)",POINT(146.494105517544 -42.1371392959296)
Oatlands (Tas.),"LINESTRING(147.373676939987 -42.3034074453762, 147.368185877494 -42.3034075763637, 147.362694815001 -42.3034074453921)",POINT(147.368185877494 -42.3034075763637)
Quoiba,"LINESTRING(146.353021250006 -41.208481576202, 146.353021250013 -41.2062996986472, 146.353021250019 -41.2041178210924)",POINT(146.353021250013 -41.2062996986472)
South Burnie,"POLYGON((145.911864905021 -41.061498434324, 145.91186490507 -41.0603654196254, 145.909502360113 -41.060365419324, 145.909502359977 -41.0626314493419, 145.911864905021 -41.061498434324))",POINT(145.910552383612 -41.061246656361)
Bothwell,"POLYGON((147.017930199987 -42.3843343047997, 146.998693600005 -42.3843343048013, 146.979456999993 -42.3843343048017, 147.017930199987 -42.3843343047997))",POINT(146.998693599992 -42.3843357542134)
Mooreville,"POLYGON((145.883357250057 -41.0821452063818, 145.861929750043 -41.1026917563516, 145.857644249964 -41.1129650313584, 145.861929750045 -41.1129650313794, 145.883357250057 -41.0821452063818))",POINT(145.86764605883 -41.1009792890753)
Huonville,"LINESTRING(147.056116124967 -43.029968440292, 147.051923749999 -43.0299685168043, 147.04773137503 -43.0299684402995)",POINT(147.051923749999 -43.0299685168043)
Bicheno,POINT(148.305048725035 -41.8804590593915),POINT(148.305048725035 -41.8804590593915)
Lileah,"POLYGON((145.16570430506 -40.9718628127254, 145.165704305048 -40.969608437768, 145.16373291999 -40.9673540626528, 145.161761534924 -40.9650996876577, 145.159790145005 -40.9628453079923, 145.157818754972 -40.9605909327391, 145.155847365047 -40.9583365575697, 145.153875979922 -40.9560821829595, 145.151904594966 -40.9560821829553, 145.151904594929 -40.9583365575622, 145.163732919827 -40.9718628125794, 145.16570430506 -40.9718628127254))",POINT(145.158803869341 -40.9639724151415)
West Hobart,"POLYGON((147.320243440094 -42.887510256401, 147.320243440062 -42.8847887563795, 147.316360314949 -42.87934575645, 147.312477185 -42.8793457564539, 147.308594060044 -42.8793457563292, 147.312477184973 -42.8875102565446, 147.320243440094 -42.887510256401))",POINT(147.314767095018 -42.8834628743194)
Evandale (Tas.),"LINESTRING(147.249849204973 -41.574755280035, 147.249849204976 -41.570285967553, 147.249849204978 -41.5658166550711)",POINT(147.249849204976 -41.5702859675531)
Berriedale,"POLYGON((147.25903416499 -42.8034983937518, 147.253718490014 -42.8034983938575, 147.248402815008 -42.806464144098, 147.248402815011 -42.8094298937685, 147.253718489948 -42.8094298936568, 147.25903416499 -42.8034983937518))",POINT(147.253009858917 -42.8064641528777)
Sandy Bay,"POLYGON((147.353305250058 -42.9134903020201, 147.324762749934 -42.8921626520724, 147.324762749941 -42.8974945620365, 147.330471250056 -42.90815839206, 147.347596749987 -42.9134903020308, 147.353305250058 -42.9134903020201))",POINT(147.336031680464 -42.9047409427156)
Nunamara,"POLYGON((147.324711000015 -41.3789731526568, 147.324711000014 -41.3678380276972, 147.306056999986 -41.3789731526695, 147.306056999994 -41.3901082826608, 147.324711000015 -41.3789731526568))",POINT(147.315384531572 -41.3789735308761)
Goodwood (Tas.),"POLYGON((147.292044060017 -42.8295881171643, 147.293747185157 -42.8256364120336, 147.292044060154 -42.825636411609, 147.288637810101 -42.8276122666113, 147.288637810095 -42.8286001914069, 147.288637810136 -42.8295881172135, 147.292044060017 -42.8295881171643))",POINT(147.291050604582 -42.8277769167202)
Ulverstone,"POLYGON((146.19048743498 -41.1575329351507, 146.181361565012 -41.1575329351484, 146.172235690002 -41.1575329350635, 146.172235689996 -41.1623876850559, 146.181361565015 -41.1623876850427, 146.19048743498 -41.1575329351507))",POINT(146.179333699742 -41.1596907176057)
Four Mile Creek (Tas.),"POLYGON((148.312898125059 -41.5826944217937, 148.284031874933 -41.5507241668226, 148.284031874986 -41.5560525417162, 148.312898125059 -41.5826944217937))",POINT(148.293651048786 -41.5631578457096)
Acton Park (Tas.),"POLYGON((147.487421374958 -42.8643341757592, 147.481604625017 -42.846604945758, 147.475787874996 -42.8466049457555, 147.469971125025 -42.8466049457553, 147.46997112499 -42.8554695608052, 147.481604625017 -42.8643341757683, 147.487421374958 -42.8643341757592))",POINT(147.478210994705 -42.8547306494451)
Boat Harbour (Tas.),POINT(145.642194274995 -40.9504370817471),POINT(145.642194274995 -40.950437081747)
Bracknell,POINT(146.939013124989 -41.6499244704519),POINT(146.939013124989 -41.6499244704519)
Glaziers Bay,"POLYGON((147.012533689966 -43.138007202006, 147.012533689996 -43.1330515719685, 147.012533689965 -43.1347034516923, 147.012533689966 -43.138007202006))",POINT(146.942667138793 -43.1352325651974)
Glebe (Tas.),POINT(147.328042064842 -42.8747179894878),POINT(147.328042064842 -42.8747179894878)
Judbury,"POLYGON((146.944975625008 -42.9813512735601, 146.927582124999 -42.9967256734499, 146.927582124985 -42.999288073252, 146.944975625008 -42.9813512735601))",POINT(146.933381005947 -42.9924552994226)
Patersonia,"POLYGON((147.306102134862 -41.3629568432362, 147.330510655046 -41.3193730933962, 147.306102134918 -41.331825593366, 147.302034045004 -41.338051843304, 147.302034045002 -41.3442780933109, 147.302034045016 -41.3505043432985, 147.302034045043 -41.3567305932978, 147.302034045083 -41.3629568432221, 147.306102134862 -41.3629568432362))",POINT(147.311911637563 -41.3405524065366)
Lewisham (Tas.),"POLYGON((147.610057459944 -42.8300129692759, 147.608373904951 -42.8274834194053, 147.606690355159 -42.8300129694387, 147.610057459944 -42.8300129692759))",POINT(147.608373906832 -42.829169794505)
Wattle Grove (Tas.),"POLYGON((147.033243750166 -43.1665669986748, 147.033243749927 -43.165340998818, 147.032371249862 -43.1653409986771, 147.032371249823 -43.16656699874, 147.033243750166 -43.1665669986748))",POINT(147.032807499906 -43.1659539975437)
Rocherlea,"LINESTRING(147.133129269992 -41.3788639596634, 147.13312926999 -41.3776445197036, 147.133129269989 -41.3764250797438)",POINT(147.13312926999 -41.3776445197036)
Henrietta,"POLYGON((145.69638911713 -41.1540548442826, 145.696227361837 -41.1485688544638, 145.6952567795 -41.1540548442955, 145.69638911713 -41.1540548442826))",POINT(145.695957759616 -41.1522261821239)
Ansons Bay,"POLYGON((148.291329573887 -41.062537303615, 148.291329576021 -41.062509204628, 148.291310681422 -41.0624810726863, 148.291291826873 -41.0624716926978, 148.291272937652 -41.0624717034259, 148.291235190453 -41.0624904159779, 148.29119742247 -41.0625185664351, 148.291197428148 -41.0625279548732, 148.291197437192 -41.0625372982005, 148.291254051775 -41.0625373206569, 148.291310689627 -41.062537314337, 148.291329573887 -41.062537303615))",POINT(148.291269277237 -41.0625105834374)
Falmouth,"POLYGON((148.271410470005 -41.5082969485929, 148.271410470019 -41.505972198415, 148.245090030042 -41.5141088288782, 148.271410470005 -41.5082969485929))",POINT(148.262637620349 -41.5094599925892)
Boomer Bay,POINT(147.837930969844 -42.8548098962258),POINT(147.837930969844 -42.8548098962258)
Dodges Ferry,"POLYGON((147.624869729981 -42.855943881142, 147.624869729973 -42.85212913103, 147.620006889978 -42.852129131031, 147.615144055031 -42.8559438811553, 147.615144054997 -42.859758631083, 147.620006889956 -42.8597586310652, 147.624869729981 -42.855943881142))",POINT(147.620006992299 -42.8559438739924)
Winkleigh,POINT(146.837456109996 -41.3169069551919),POINT(146.837456109996 -41.3169069551919)
Prospect (Tas.),"POLYGON((147.143994690027 -41.4674820106491, 147.139780564936 -41.4674820106235, 147.13556643506 -41.4674820106192, 147.131352309969 -41.4707355456333, 147.139780564943 -41.4707355456474, 147.143994690027 -41.4674820106491))",POINT(147.13767354556 -41.4691088286734)
Rosny Park,"POLYGON((147.372573479834 -42.8663715003543, 147.371260444994 -42.8653785002972, 147.369947410372 -42.8653785006795, 147.368634369868 -42.8653785006534, 147.367321329875 -42.866371500324, 147.368634369839 -42.867364500733, 147.371260445041 -42.8673645011197, 147.372573479834 -42.8663715003543))",POINT(147.369947406095 -42.8663715057621)
Melton Mowbray,"POLYGON((147.180128564978 -42.4901487612726, 147.175740940102 -42.4874622614799, 147.166965684924 -42.4847757613179, 147.162578060015 -42.4847757612067, 147.162578060048 -42.4874622614423, 147.16696568497 -42.4901487613178, 147.180128564978 -42.4901487612726))",POINT(147.169744471186 -42.4878205914753)
Hayes,"POLYGON((147.014690625012 -42.7639479079269, 147.004046874988 -42.7544471578283, 146.993403124987 -42.7449464028898, 146.982759375001 -42.7449464028945, 146.993403124977 -42.7544471578089, 147.014690625012 -42.7639479079269))",POINT(146.996950258481 -42.7523361727696)
Lower Wilmot,"POLYGON((146.222120314949 -41.3490107671444, 146.222120314957 -41.3452573319632, 146.219950940194 -41.3415038969766, 146.217781565039 -41.3377504570394, 146.215612190125 -41.3339970170555, 146.213442809923 -41.3302435770325, 146.211273434928 -41.3264901421599, 146.209104059978 -41.3227367070459, 146.206934685139 -41.322736707049, 146.20693468512 -41.3264901421676, 146.219950940102 -41.3490107671631, 146.222120314949 -41.3490107671444))",POINT(146.214526441168 -41.3358733656115)
Kellevie,"LINESTRING(147.775622500027 -42.7480946222321, 147.796068303057 -42.7638395665863, 147.816524499993 -42.7795808721919)",POINT(147.796068303057 -42.7638395665863)
Ranelagh,"POLYGON((147.036980485037 -43.0141438701254, 147.036980485045 -43.0100477801417, 147.036980485035 -43.0059516901594, 147.036980485037 -43.0141438701254))",POINT(147.351250342074 -43.0096179724289)
West Ulverstone,"POLYGON((146.163562100004 -41.1531806534155, 146.163562100005 -41.1485803882614, 146.155501900022 -41.1485803882753, 146.147441700021 -41.1485803882622, 146.155501900023 -41.1531806534019, 146.163562100004 -41.1531806534155))",POINT(146.157292964753 -41.150625037618)
South Forest,POINT(145.228858750058 -40.8836622198378),POINT(145.228858750058 -40.8836622198378)
Moorleah,"POLYGON((145.61302562643 -41.0160101469275, 145.613025625072 -41.015819604225, 145.612768123436 -41.0155655560649, 145.612381874677 -41.01556555586, 145.612253123459 -41.0155655557023, 145.612124375177 -41.0155655562517, 145.612124374458 -41.0157560920335, 145.612253124809 -41.0158831216286, 145.612381874926 -41.0160101445065, 145.61251062473 -41.0160101460302, 145.612639377101 -41.0160101470858, 145.612768122667 -41.0160101476733, 145.61302562643 -41.0160101469275))",POINT(145.612575001092 -41.0157878509074)
Chasm Creek,"POLYGON((145.969435300102 -41.0692556277706, 145.967519099867 -41.0682818780147, 145.967519099953 -41.069255627824, 145.969435300102 -41.0692556277706))",POINT(145.968157830544 -41.0689310483283)
Miena,POINT(146.699169584995 -41.9880235957846),POINT(146.699169584995 -41.9880235957846)
Shannon (Tas.),POINT(146.774005960024 -42.0927523613095),POINT(146.774005960024 -42.0927523613095)
Herrick,"POLYGON((147.883632064856 -41.0992620010224, 147.883036190127 -41.0992620009411, 147.882440314907 -41.0992620012498, 147.881844439739 -41.0992620011233, 147.88124856028 -41.0992620011916, 147.879460935155 -41.099588001, 147.879460934909 -41.1015440007598, 147.883632064856 -41.0992620010224))",POINT(147.88090315254 -41.100065198548)
Weymouth,POINT(147.132776905008 -41.0245863766169),POINT(147.132776905008 -41.0245863766169)
Brighton (Tas.),"POLYGON((147.259160624998 -42.7011620468859, 147.245712875002 -42.7011620468787, 147.245712875009 -42.7050046867668, 147.259160624998 -42.7011620468859))",POINT(147.250195550831 -42.702443101664)
Relbia,POINT(147.172411309984 -41.4957667263324),POINT(147.172411309984 -41.4957667263324)
Mount Stuart (Tas.),POINT(147.300069349879 -42.8755848786371),POINT(147.300069349879 -42.8755848786371)
Garden Island Creek,"POLYGON((147.144697809983 -43.2478966352358, 147.144697810015 -43.2440603800101, 147.144697810006 -43.2402241299859, 147.144697809983 -43.2478966352358))",POINT(147.094078793676 -43.2440492011637)
Pioneer (Tas.),"POLYGON((147.932481311344 -41.0826643136985, 147.932481314389 -41.0826169393156, 147.932481316508 -41.0825695639474, 147.93248131171 -41.0824748125946, 147.932411937533 -41.0824274381925, 147.932134439063 -41.0823326835184, 147.932065060914 -41.0823326838235, 147.931995687489 -41.0823326858577, 147.931995687048 -41.0823800603428, 147.932065062337 -41.08242743868, 147.932273184437 -41.0825695660509, 147.932411940667 -41.0826643162528, 147.932481311344 -41.0826643136985))",POINT(147.932280265583 -41.0824790029384)
Reedy Marsh,POINT(146.669909720087 -41.4846560601414),POINT(146.669909720087 -41.4846560601414)
Norwood (Tas.),"POLYGON((147.181004420102 -41.4655782517705, 147.17826787991 -41.4548768317837, 147.175531340018 -41.4548768318008, 147.172794805094 -41.4620111117676, 147.178267879989 -41.4655782517383, 147.181004420102 -41.4655782517705))",POINT(147.177023932099 -41.4604977162384)
Mella,POINT(145.049646809792 -40.8631412465637),POINT(145.049646809792 -40.8631412465637)
Mayfield (Tas.),"POLYGON((147.132560869974 -41.3875592446133, 147.131352455139 -41.3850400643613, 147.130144044986 -41.3850400643575, 147.127727215088 -41.3862996545749, 147.127727215052 -41.3900784193761, 147.127727215118 -41.3913380048675, 147.130144044895 -41.3900784193524, 147.132560869974 -41.3875592446133))",POINT(147.129741260403 -41.3878176025209)
Electrona,"POLYGON((147.265401015022 -43.0543391982717, 147.265401015039 -43.0516321682732, 147.263071039854 -43.0516321682686, 147.263071039917 -43.0570462231358, 147.265401015022 -43.0543391982717))",POINT(147.264106593887 -43.0537376227018)
Cleveland (Tas.),"LINESTRING(147.37606756 -41.7873291307208, 147.386913369032 -41.7940127159238, 147.397761440036 -41.8006952808062)",POINT(147.386913369032 -41.7940127159238)
Swan Point,"POLYGON((146.972879030076 -41.2551920305994, 146.972879030255 -41.2545397602372, 146.972879030325 -41.2542136206767, 146.965906069808 -41.2529090701807, 146.965906069685 -41.254539760758, 146.971882894777 -41.255192031639, 146.972879030076 -41.2551920305994))",POINT(146.969140621846 -41.2542005437597)
Port Sorell,"POLYGON((146.548058189995 -41.1666542255506, 146.548058190017 -41.1630625655337, 146.541129064994 -41.1666542254492, 146.548058189995 -41.1666542255506))",POINT(146.545748523776 -41.165457051758)
Binalong Bay,"LINESTRING(148.310821374968 -41.2514642076102, 148.308450499982 -41.2514642319273, 148.306079624995 -41.2514642076109)",POINT(148.308450499982 -41.2514642319273)
Spring Beach,"POLYGON((147.911792190246 -42.5841441941057, 147.911792190156 -42.5828136592363, 147.906126560068 -42.5774915037113, 147.906126559912 -42.5788220390466, 147.906126559898 -42.5801525790999, 147.907259684755 -42.584144194135, 147.90839280988 -42.5854747287612, 147.911792190246 -42.5841441941057))",POINT(147.908612071059 -42.582112631782)
Acacia Hills (Tas.),POINT(146.328713690012 -41.2769728742248),POINT(146.328713690012 -41.2769728742248)
Moina,"POLYGON((146.099359435674 -41.5197956210754, 146.099359439671 -41.5196568835758, 146.099268314367 -41.5196568861868, 146.098812684164 -41.5197678739248, 146.098721561626 -41.5197956217641, 146.098721560698 -41.5198233856598, 146.098721560516 -41.5198511154712, 146.098812683698 -41.5198511178808, 146.098994936608 -41.5198511147538, 146.099268316079 -41.519823386211, 146.099359435674 -41.5197956210754))",POINT(146.099084137181 -41.5197702267521)
Winnaleah,"POLYGON((147.838258029985 -41.1050778147797, 147.829738559986 -41.099469699672, 147.82547882004 -41.0994696996696, 147.82121908002 -41.1050778147817, 147.838258029985 -41.1050778147797))",POINT(147.828886574627 -41.10283474168)
Glenora,"POLYGON((146.889320490117 -42.6976964640163, 146.889320490825 -42.6975794396849, 146.889320490918 -42.6969943101617, 146.889098863141 -42.6969943104946, 146.88887724043 -42.6969943106295, 146.888212358307 -42.6973453819616, 146.887769109989 -42.6975794397958, 146.887769110086 -42.6976964640649, 146.888212358655 -42.6978134888792, 146.889098865269 -42.6978134877976, 146.889320490117 -42.6976964640163))",POINT(146.888697826843 -42.697464641058)
Hawley Beach,"POLYGON((146.54020750015 -41.1507415682259, 146.540207500095 -41.1465798583605, 146.538302499991 -41.1486607135516, 146.538302499891 -41.1507415682456, 146.54020750015 -41.1507415682259))",POINT(146.539360838713 -41.149123119624)
Gagebrook,POINT(147.263162560042 -42.7459732045003),POINT(147.263162560042 -42.7459732045003)
Franklin (Tas.),"LINESTRING(147.010295560003 -43.085167614357, 147.010295560011 -43.0892929893662, 147.010295560019 -43.0934183643753)",POINT(147.010295560011 -43.0892929893662)
West Coast,POINT(145.883086939998 -41.5810659653842),POINT(145.883086939998 -41.5810659653842)
Moonah,"POLYGON((147.306719774977 -42.8465584578237, 147.302420425023 -42.8435457578252, 147.298121075003 -42.8435457578323, 147.293821725041 -42.8435457578091, 147.293821725015 -42.8465584578535, 147.293821725015 -42.8495711579642, 147.293821725028 -42.8555965579311, 147.306719774977 -42.8465584578237))",POINT(147.298530709919 -42.8479931567114)
Carrick (Tas.),"LINESTRING(147.011771445019 -41.5382076609317, 147.011771445009 -41.5341615310332, 147.011771445 -41.5301154058247)",POINT(147.011771445009 -41.5341615333782)
Wickham (Tas.),"POLYGON((143.955431314995 -39.6129474333832, 143.955431315023 -39.6104319481138, 143.95225393995 -39.61043194822, 143.94907656502 -39.6129474334225, 143.945899189959 -39.6154629181803, 143.942721809918 -39.6179784083655, 143.939544435054 -39.6204938980087, 143.936367059955 -39.6230093881252, 143.933189685022 -39.6255248732732, 143.933189684978 -39.6280403580414, 143.936367060004 -39.6280403579463, 143.955431314995 -39.6129474333832))",POINT(143.944311537925 -39.6192361731896)
Springfield (Tas.),"POLYGON((147.482377164993 -41.2174208297856, 147.490299890005 -41.2022717798158, 147.482377164992 -41.2098463048257, 147.474454435036 -41.217420829784, 147.474454435041 -41.2249953597663, 147.482377164993 -41.2174208297856))",POINT(147.480617269756 -41.2148957084175)
Branxholm,"LINESTRING(147.736814120011 -41.1686411824231, 147.738808677509 -41.1686411995894, 147.740803235007 -41.1686411823489)",POINT(147.738808677509 -41.1686411995894)
Punchbowl (Tas.),"POLYGON((147.163481454938 -41.4598078166268, 147.163481454877 -41.4577515673172, 147.158137814797 -41.4587796919949, 147.156356605209 -41.4598078164623, 147.163481454938 -41.4598078166268))",POINT(147.160750251911 -41.4590539007564)
St Helens (Tas.),"LINESTRING(148.249591284984 -41.3281173214235, 148.249591284985 -41.3200234089941, 148.249591284987 -41.3119294965647)",POINT(148.249591284985 -41.3200234089941)
Preolenna,"POLYGON((145.561865814797 -41.0853375644357, 145.561865815017 -41.0846258891007, 145.56161704129 -41.0839142148025, 145.561368264494 -41.0832025390978, 145.561119488429 -41.0824908599626, 145.560870711174 -41.0817791840556, 145.560621934281 -41.0810675091507, 145.560373158376 -41.0803558351416, 145.56012438572 -41.080355834649, 145.560124385672 -41.0810675090686, 145.561617040591 -41.0853375649179, 145.561865814797 -41.0853375644357))",POINT(145.560995079189 -41.0828466859443)
Gladstone (Tas.),POINT(148.009950000009 -40.9608062022047),POINT(148.009950000009 -40.9608062022047)
Alonnah,"POLYGON((147.248539684966 -43.317524392684, 147.248539684971 -43.3162696429913, 147.244256559987 -43.3150148927096, 147.244256559984 -43.3162696431018, 147.248539684966 -43.317524392684))",POINT(147.246398107094 -43.3162696629696)
Newstead (Tas.),"POLYGON((147.163421839894 -41.4504444340026, 147.16342183994 -41.4468060589148, 147.163421839912 -41.4431676839601, 147.160238764926 -41.4395293040886, 147.157055690087 -41.4395293040672, 147.160238765052 -41.4504444341483, 147.163421839894 -41.4504444340026))",POINT(147.160769160752 -41.4448351630535)
Tranmere (Tas.),"POLYGON((147.420757499827 -42.9139364907573, 147.419102500081 -42.9109334908737, 147.417447499761 -42.9139364907976, 147.420757499827 -42.9139364907573))",POINT(147.419102499682 -42.9129354984396)
Magra,"POLYGON((147.054350420034 -42.7570074918529, 147.054350420003 -42.7486974918699, 147.050621154989 -42.7528524919992, 147.046891890028 -42.757007491866, 147.054350420034 -42.7570074918529))",POINT(147.051864303808 -42.7542374890819)
Oonah,"POLYGON((145.606757585417 -41.2206747668149, 145.606757580116 -41.2206590649355, 145.606757561157 -41.2206433299956, 145.606757542198 -41.220627660288, 145.606752625667 -41.2205805568473, 145.606747616695 -41.2205648546998, 145.606737481934 -41.220564850321, 145.606732556535 -41.2205648518308, 145.606722499851 -41.220580560587, 145.606722537753 -41.220611945894, 145.606732462417 -41.2206433371557, 145.606737528441 -41.2206590633815, 145.606747600257 -41.2206747576967, 145.606757585417 -41.2206747668149))",POINT(145.606741562365 -41.2206159560643)
North Bruny,"POLYGON((147.373594014964 -43.1469127524529, 147.373594014981 -43.1366270525464, 147.373594014992 -43.1263413525476, 147.373594014992 -43.1160556526321, 147.373594014983 -43.085198552749, 147.361985040019 -43.0749128528179, 147.350376064988 -43.0749128527856, 147.338767090011 -43.0749128528191, 147.292331184981 -43.1263413525479, 147.292331184972 -43.1366270525429, 147.292331184982 -43.1469127524505, 147.373594014964 -43.1469127524529))",POINT(147.339023906571 -43.116233594645)
Old Beach,"POLYGON((147.279959375049 -42.776729806266, 147.273135624946 -42.770085681237, 147.266311875019 -42.7634415562828, 147.266311875004 -42.770085681236, 147.266311875025 -42.7767298062486, 147.279959375049 -42.776729806266))",POINT(147.270860873075 -42.772300417112)
Roches Beach,"LINESTRING(147.499697989944 -42.8897954276282, 147.496452588575 -42.8876775483084, 147.493207410059 -42.8855595773301)",POINT(147.496452588575 -42.8876775483084)
Lymwood,"POLYGON((143.956907008617 -40.0579241298819, 143.956907011846 -40.0579013707455, 143.956828993464 -40.0579013786075, 143.956750998046 -40.0579241271788, 143.95672499154 -40.0579468614708, 143.956724988561 -40.05806062521, 143.956751001927 -40.0580606297713, 143.956777003857 -40.0580606293811, 143.956829002773 -40.058015137331, 143.956855009253 -40.0579923710023, 143.956907008617 -40.0579241298819))",POINT(143.956800868295 -40.0579719610355)
Sheffield,"LINESTRING(146.323943610023 -41.3831105270448, 146.330854189993 -41.3831107337639, 146.337764769962 -41.3831105270494)",POINT(146.330854189993 -41.3831107337639)
Dulcot,"LINESTRING(147.399723420085 -42.7927523776168, 147.404750640785 -42.7912048629049, 147.409777610081 -42.7896571283111)",POINT(147.404750640785 -42.7912048629049)
Western Junction,POINT(147.192375935017 -41.5396787646828),POINT(147.192375935017 -41.5396787646828)
Hamilton (Tas.),"POLYGON((146.840808490069 -42.559066607236, 146.840808490031 -42.558117671931, 146.837300809922 -42.5581176718916, 146.833793134955 -42.5581176722893, 146.830285464988 -42.5581176721985, 146.826777790165 -42.5581176718483, 146.83379313495 -42.5600155423053, 146.840808490069 -42.559066607236))",POINT(146.834728478868 -42.5588136226526)
Wiltshire,"POLYGON((145.296073619953 -40.8463704223372, 145.293080859942 -40.8439432622264, 145.290088095082 -40.8415160970798, 145.287095329963 -40.8390889323487, 145.284102569975 -40.8366617722805, 145.281109805003 -40.8342346074239, 145.278117040104 -40.8318074423944, 145.27512427992 -40.8293802821926, 145.275124279863 -40.8342346071168, 145.281109804995 -40.8390889322889, 145.293080859963 -40.8463704223281, 145.296073619953 -40.8463704223372))",POINT(145.283626970673 -40.838318431508)
Boyer,POINT(147.09618050008 -42.7726871870337),POINT(147.09618050008 -42.7726871870337)
Snug,"LINESTRING(147.255510014856 -43.0655720136811, 147.255510014872 -43.0666031261799, 147.255510014888 -43.0676342386787)",POINT(147.255510014872 -43.0666031261799)
South Spreyton,"POLYGON((146.353064750005 -41.2521101302207, 146.343271249956 -41.2498558799155, 146.343271249927 -41.2521101301389, 146.346535750064 -41.2543643801007, 146.349800250131 -41.2543643800977, 146.353064750005 -41.2521101302207))",POINT(146.347468417973 -41.2523248768369)
Port Arthur (Tas.),"POLYGON((147.855255970017 -43.1453235380704, 147.855255970013 -43.1318265380543, 147.847493285027 -43.1408245379294, 147.847493285018 -43.1453235380696, 147.847493285012 -43.1498225379296, 147.855255970017 -43.1453235380704))",POINT(147.851633528359 -43.1417242973594)
Burnie,"POLYGON((145.906279374925 -41.0531923097938, 145.906279374997 -41.0513239349868, 145.906279374977 -41.0494555597928, 145.904290625136 -41.0494555598503, 145.900313125078 -41.0494555597474, 145.900313125086 -41.051323935022, 145.904290625207 -41.0550606898945, 145.906279374925 -41.0531923097938))",POINT(145.903627686606 -41.0516113803622)
Queenstown (Tas.),"POLYGON((145.559734524983 -42.0781599616841, 145.552300275035 -42.0781599616855, 145.544866024982 -42.0781599616896, 145.552300275022 -42.0850981368266, 145.559734524983 -42.0781599616841))",POINT(145.552300275 -42.0804727666589)
Stony Rise,"POLYGON((146.331508374955 -41.1949298792729, 146.331508374945 -41.192172129038, 146.327937625074 -41.1921721290952, 146.327937625048 -41.1949298792274, 146.331508374955 -41.1949298792729))",POINT(146.32972299996 -41.1935510082187)
Austins Ferry,"POLYGON((147.25382592511 -42.781460623525, 147.246666575024 -42.7719956234838, 147.244280124858 -42.7719956234528, 147.241893675048 -42.7719956234657, 147.251439474947 -42.7814606235394, 147.25382592511 -42.781460623525))",POINT(147.247991932098 -42.7762022221107)
Tugrah,"POLYGON((146.324043174957 -41.1934374984228, 146.320957524958 -41.1934374984119, 146.308614924994 -41.1965004983486, 146.30552927512 -41.199563498322, 146.308614924986 -41.1995634982949, 146.317871875109 -41.1965004982739, 146.324043174957 -41.1934374984228))",POINT(146.313886439152 -41.1965006305672)
Mount Hicks,"POLYGON((145.7425184598 -41.0663455881185, 145.742518380939 -41.0663419060581, 145.742515514326 -41.0663419004784, 145.742497507602 -41.0663418670016, 145.74249745328 -41.0663456096264, 145.742497448033 -41.0663643148508, 145.742500545049 -41.0663681378689, 145.742503556015 -41.0663681331361, 145.7425184598 -41.0663455881185))",POINT(145.7425056644 -41.0663523302291)
Lunawanna,"POLYGON((147.244307565057 -43.3559836864431, 147.244307565107 -43.3539060616959, 147.226073434924 -43.3497508114176, 147.226073434936 -43.3518284364402, 147.226073434953 -43.3539060617153, 147.233888059948 -43.3642941916592, 147.236492939979 -43.3642941916463, 147.239097815005 -43.3622165666227, 147.244307565057 -43.3559836864431))",POINT(147.234875920139 -43.3565927654553)
Levendale,"POLYGON((147.55228025498 -42.5040000844426, 147.552280254985 -42.5022220245076, 147.548123570037 -42.5004439595308, 147.543966884956 -42.4986658943938, 147.539810195058 -42.4968878346871, 147.535653504984 -42.4951097694518, 147.531496815004 -42.4933317045697, 147.527340130047 -42.4915536444665, 147.523183444963 -42.4915536444411, 147.523183444978 -42.4933317046137, 147.548123570004 -42.5040000844126, 147.55228025498 -42.5040000844426))",POINT(147.53773062915 -42.4977771387856)
Fern Tree,"LINESTRING(147.261657350008 -42.9231673170942, 147.261657350005 -42.9203431919756, 147.261657350009 -42.9175190669668)",POINT(147.261657350006 -42.9203431920305)
Hillcrest (Tas.),"POLYGON((145.900071675007 -41.0615514670377, 145.898247725057 -41.0615514669589, 145.89277587503 -41.0625857824423, 145.892775874958 -41.0636200968685, 145.894599825067 -41.0646544075267, 145.896423775035 -41.0646544075317, 145.900071675007 -41.0615514670377))",POINT(145.89598954287 -41.0630537000986)
Havenview,"POLYGON((145.918590839975 -41.0797232654184, 145.914739804988 -41.0797232654099, 145.910888770002 -41.0826058404696, 145.907037730022 -41.0883709954958, 145.914739805076 -41.0854884154518, 145.918590839975 -41.0797232654184))",POINT(145.913089526229 -41.0835666866)
Westerway,"LINESTRING(146.78526781499 -42.6778400134886, 146.791737616633 -42.6767201955127, 146.798207185064 -42.6756000134676)",POINT(146.791737616633 -42.6767201955127)
